id,amount,loan_disburse_at,mobile_user_id,due_date
512,1000,30/01/2018 19:33,883,06/02/2018 23:59
513,1000,31/01/2018 13:50,890,27/02/2018 23:59
515,1000,31/01/2018 13:50,901,06/02/2018 23:59
520,1000,31/01/2018 13:50,892,06/02/2018 23:59
521,2000,31/01/2018 13:50,911,27/02/2018 23:59
522,1000,31/01/2018 13:50,651,13/02/2018 23:59
529,1000,31/01/2018 13:50,926,06/02/2018 23:59
530,1000,31/01/2018 18:08,928,28/02/2018 23:59
536,1000,31/01/2018 13:50,845,06/02/2018 23:59
538,1000,31/01/2018 13:51,947,27/02/2018 23:59
543,1000,31/01/2018 19:14,948,07/02/2018 23:59
546,2000,31/01/2018 13:51,934,06/02/2018 23:59
552,1000,31/01/2018 13:51,904,06/02/2018 23:59
555,1000,31/01/2018 15:54,114,07/02/2018 23:59
567,1000,31/01/2018 16:58,213,28/02/2018 23:59
572,1000,31/01/2018 13:51,226,07/02/2018 23:59
574,1000,31/01/2018 17:11,910,07/02/2018 23:59
578,1000,31/01/2018 13:51,1025,07/02/2018 23:59
581,1000,31/01/2018 19:14,1023,28/02/2018 23:59
588,1000,31/01/2018 13:51,974,07/02/2018 23:59
591,1000,31/01/2018 13:51,1040,07/02/2018 23:59
593,1000,01/02/2018 7:18,917,08/02/2018 23:59
595,1000,01/02/2018 8:28,1047,01/03/2018 23:59
597,2000,31/01/2018 13:51,389,28/02/2018 23:59
599,1000,31/01/2018 13:51,1050,07/02/2018 23:59
602,1000,31/01/2018 13:51,965,28/02/2018 23:59
610,1000,31/01/2018 17:03,1064,07/02/2018 23:59
612,3000,31/01/2018 13:51,1068,28/02/2018 23:59
613,1000,31/01/2018 13:51,1069,28/02/2018 23:59
616,2000,31/01/2018 13:51,1072,28/02/2018 23:59
637,1000,31/01/2018 16:04,1115,07/02/2018 23:59
640,1000,31/01/2018 13:52,1106,21/02/2018 23:59
641,1000,31/01/2018 13:52,1133,28/02/2018 23:59
642,1000,01/02/2018 1:08,725,15/02/2018 23:59
645,1000,31/01/2018 13:52,1137,07/02/2018 23:59
646,1000,31/01/2018 13:52,733,07/02/2018 23:59
649,1000,31/01/2018 13:52,1135,07/02/2018 23:59
650,1000,31/01/2018 16:52,1130,07/02/2018 23:59
655,1000,31/01/2018 14:04,1142,14/02/2018 23:59
660,1000,31/01/2018 15:49,1020,07/02/2018 23:59
666,1000,31/01/2018 19:17,872,28/02/2018 23:59
668,3000,31/01/2018 23:06,566,07/02/2018 23:59
669,1000,31/01/2018 15:13,823,07/02/2018 23:59
675,1000,15/02/2018 15:32,1160,15/03/2018 23:59
676,1000,31/01/2018 15:22,1104,28/02/2018 23:59
678,1000,31/01/2018 15:45,1154,07/02/2018 23:59
679,1000,31/01/2018 15:45,1182,21/02/2018 23:59
681,1000,31/01/2018 15:44,1145,07/02/2018 23:59
686,1000,31/01/2018 15:51,1192,28/02/2018 23:59
687,2000,31/01/2018 15:51,314,07/02/2018 23:59
688,3000,31/01/2018 15:54,1181,28/02/2018 23:59
689,1000,31/01/2018 15:59,687,28/02/2018 23:59
690,1000,31/01/2018 16:02,1202,07/02/2018 23:59
691,1000,01/02/2018 0:50,507,22/02/2018 23:59
692,1000,31/01/2018 16:08,368,07/02/2018 23:59
696,1000,31/01/2018 16:54,114,07/02/2018 23:59
698,1000,31/01/2018 16:40,631,07/02/2018 23:59
702,1000,31/01/2018 16:46,1206,14/02/2018 23:59
704,1000,31/01/2018 16:49,554,14/02/2018 23:59
708,1000,31/01/2018 17:23,776,28/02/2018 23:59
710,1000,31/01/2018 17:21,1240,07/02/2018 23:59
711,1000,31/01/2018 17:24,1228,28/02/2018 23:59
712,1000,31/01/2018 17:25,584,28/02/2018 23:59
713,1000,31/01/2018 17:26,443,07/02/2018 23:59
714,1000,31/01/2018 17:29,1231,07/02/2018 23:59
715,1000,31/01/2018 17:30,1249,28/02/2018 23:59
717,2000,01/02/2018 7:12,1252,01/03/2018 23:59
718,2000,31/01/2018 17:28,1237,28/02/2018 23:59
720,1000,31/01/2018 17:31,1257,28/02/2018 23:59
721,1000,31/01/2018 17:35,1197,07/02/2018 23:59
725,1000,31/01/2018 17:43,1247,28/02/2018 23:59
729,1000,31/01/2018 17:44,353,28/02/2018 23:59
730,1000,31/01/2018 17:47,1293,28/02/2018 23:59
732,1000,31/01/2018 17:50,1239,28/02/2018 23:59
736,1000,31/01/2018 17:53,1284,07/02/2018 23:59
737,1000,31/01/2018 17:55,1070,07/02/2018 23:59
747,1000,31/01/2018 18:02,207,28/02/2018 23:59
752,2000,31/01/2018 18:13,625,28/02/2018 23:59
757,1000,31/01/2018 18:14,1317,07/02/2018 23:59
764,1000,31/01/2018 18:23,1342,28/02/2018 23:59
765,2000,31/01/2018 18:22,124,28/02/2018 23:59
767,1000,31/01/2018 18:26,1344,07/02/2018 23:59
770,1000,31/01/2018 18:31,1338,28/02/2018 23:59
771,2000,31/01/2018 18:33,1099,28/02/2018 23:59
772,1000,31/01/2018 18:42,1308,28/02/2018 23:59
774,1000,31/01/2018 18:44,1361,07/02/2018 23:59
775,2000,31/01/2018 18:50,1032,28/02/2018 23:59
776,1000,31/01/2018 18:51,1362,28/02/2018 23:59
777,1000,31/01/2018 18:52,1367,28/02/2018 23:59
781,1000,31/01/2018 18:59,1365,28/02/2018 23:59
786,1000,31/01/2018 19:06,1363,07/02/2018 23:59
787,1000,31/01/2018 19:18,1385,07/02/2018 23:59
790,1000,31/01/2018 19:43,611,07/02/2018 23:59
793,1000,31/01/2018 19:59,844,21/02/2018 23:59
798,1000,01/02/2018 13:54,821,08/02/2018 23:59
802,1000,31/01/2018 20:25,771,14/02/2018 23:59
806,1000,31/01/2018 20:37,1405,28/02/2018 23:59
813,1000,31/01/2018 20:57,535,28/02/2018 23:59
817,1000,31/01/2018 21:08,1341,28/02/2018 23:59
818,1000,31/01/2018 21:08,1073,14/02/2018 23:59
819,1000,31/01/2018 21:23,1428,07/02/2018 23:59
821,1000,01/02/2018 19:41,1430,01/03/2018 23:59
823,1000,31/01/2018 22:09,1437,14/02/2018 23:59
824,1000,31/01/2018 21:43,919,14/02/2018 23:59
825,1000,31/01/2018 21:42,1435,07/02/2018 23:59
828,1000,31/01/2018 21:46,1445,28/02/2018 23:59
836,1000,31/01/2018 21:57,652,28/02/2018 23:59
842,1000,31/01/2018 22:26,1451,07/02/2018 23:59
844,1000,31/01/2018 22:36,846,14/02/2018 23:59
846,1000,31/01/2018 23:12,1079,28/02/2018 23:59
851,1000,31/01/2018 23:03,742,07/02/2018 23:59
852,1000,31/01/2018 23:14,1151,07/02/2018 23:59
855,1000,31/01/2018 23:19,1480,21/02/2018 23:59
857,1000,31/01/2018 23:27,1474,21/02/2018 23:59
859,1000,31/01/2018 23:37,1487,07/02/2018 23:59
860,1000,31/01/2018 23:51,1473,14/02/2018 23:59
861,1000,31/01/2018 23:46,1490,07/02/2018 23:59
862,1000,31/01/2018 23:55,262,07/02/2018 23:59
863,1000,01/02/2018 0:20,1213,08/02/2018 23:59
864,1000,01/02/2018 0:22,1499,08/02/2018 23:59
865,1000,01/02/2018 0:25,1500,08/02/2018 23:59
868,1000,01/02/2018 19:05,1410,08/02/2018 23:59
870,1000,01/02/2018 1:14,1510,08/02/2018 23:59
871,1000,01/02/2018 1:18,721,08/02/2018 23:59
873,1000,01/02/2018 1:41,1516,08/02/2018 23:59
878,1000,01/02/2018 5:35,1525,08/02/2018 23:59
879,1000,01/02/2018 6:17,591,08/02/2018 23:59
881,1000,01/02/2018 8:22,1013,08/02/2018 23:59
882,1000,01/02/2018 8:24,1488,08/02/2018 23:59
886,1000,01/02/2018 9:05,1534,01/03/2018 23:59
890,1000,01/02/2018 9:37,1537,08/02/2018 23:59
891,1000,01/02/2018 19:07,1019,01/03/2018 23:59
892,1000,01/02/2018 9:47,1536,08/02/2018 23:59
898,1000,01/02/2018 10:33,1545,08/02/2018 23:59
899,1000,01/02/2018 10:37,1546,08/02/2018 23:59
901,1000,01/02/2018 10:50,535,01/03/2018 23:59
903,1000,01/02/2018 11:15,1527,08/02/2018 23:59
904,1000,01/02/2018 11:21,1541,01/03/2018 23:59
905,1000,01/02/2018 11:37,854,08/02/2018 23:59
907,1000,01/02/2018 11:42,1560,01/03/2018 23:59
908,1000,01/02/2018 11:55,274,01/03/2018 23:59
910,1000,01/02/2018 11:56,388,01/03/2018 23:59
915,1000,01/02/2018 12:10,1501,22/02/2018 23:59
916,1000,01/02/2018 12:18,1548,08/02/2018 23:59
924,1000,01/02/2018 12:56,1566,08/02/2018 23:59
929,1000,01/02/2018 13:33,945,01/03/2018 23:59
941,1000,01/02/2018 15:05,424,08/02/2018 23:59
942,1000,01/02/2018 15:20,1594,08/02/2018 23:59
943,1000,01/02/2018 15:30,1597,01/03/2018 23:59
944,1000,01/02/2018 15:32,1600,01/03/2018 23:59
951,1000,01/02/2018 16:37,640,08/02/2018 23:59
952,2000,01/02/2018 16:35,1413,08/02/2018 23:59
955,1000,01/02/2018 17:01,1613,22/02/2018 23:59
957,2000,01/02/2018 17:13,1623,01/03/2018 23:59
958,1000,01/02/2018 17:23,1621,08/02/2018 23:59
963,1000,01/02/2018 17:45,1469,01/03/2018 23:59
967,1000,01/02/2018 17:47,899,08/02/2018 23:59
968,1000,01/02/2018 17:52,1086,08/02/2018 23:59
970,1000,01/02/2018 17:54,1209,08/02/2018 23:59
975,1000,01/02/2018 18:02,1522,01/03/2018 23:59
976,1000,01/02/2018 18:09,1636,01/03/2018 23:59
978,1000,01/02/2018 18:20,1627,08/02/2018 23:59
980,1000,01/02/2018 18:27,1622,01/03/2018 23:59
982,1000,01/02/2018 18:28,1653,15/02/2018 23:59
983,1000,01/02/2018 18:27,1616,08/02/2018 23:59
986,1000,01/02/2018 18:32,1641,08/02/2018 23:59
987,2000,01/02/2018 18:34,1650,01/03/2018 23:59
989,1000,01/02/2018 18:45,1647,01/03/2018 23:59
991,1000,01/02/2018 18:53,658,08/02/2018 23:59
992,2000,01/02/2018 19:05,1094,01/03/2018 23:59
995,1000,01/02/2018 19:13,1679,08/02/2018 23:59
998,1000,01/02/2018 19:26,992,01/03/2018 23:59
1000,1000,01/02/2018 19:29,1677,01/03/2018 23:59
1011,1000,01/02/2018 20:13,1685,01/03/2018 23:59
1015,1000,01/02/2018 20:49,1698,08/02/2018 23:59
1017,1000,01/02/2018 21:03,1704,08/02/2018 23:59
1018,1000,01/02/2018 21:03,1705,01/03/2018 23:59
1019,1000,01/02/2018 21:06,1174,01/03/2018 23:59
1021,1000,01/02/2018 21:09,1702,08/02/2018 23:59
1024,1000,01/02/2018 21:36,227,08/02/2018 23:59
1028,1000,01/02/2018 22:09,1443,08/02/2018 23:59
1030,1000,01/02/2018 22:19,1683,01/03/2018 23:59
1034,1000,01/02/2018 22:51,1720,01/03/2018 23:59
1035,1000,01/02/2018 22:46,1719,08/02/2018 23:59
1036,1000,01/02/2018 22:52,954,01/03/2018 23:59
1045,1000,02/02/2018 15:58,876,02/03/2018 23:59
1052,1000,18/02/2018 14:49,1728,18/03/2018 23:59
1054,1000,02/02/2018 1:31,1731,09/02/2018 23:59
1056,1000,02/02/2018 1:32,1523,09/02/2018 23:59
1057,1000,02/02/2018 2:01,1735,02/03/2018 23:59
1064,1000,02/02/2018 4:37,700,09/02/2018 23:59
1068,2000,02/02/2018 8:01,1754,02/03/2018 23:59
1070,1000,02/02/2018 8:29,1753,16/02/2018 23:59
1074,1000,02/02/2018 8:36,1759,09/02/2018 23:59
1077,1000,02/02/2018 9:43,1767,02/03/2018 23:59
1080,1000,02/02/2018 10:20,1772,23/02/2018 23:59
1081,1000,02/02/2018 10:18,1771,09/02/2018 23:59
1086,1000,02/02/2018 11:19,271,09/02/2018 23:59
1088,1000,02/02/2018 11:25,1780,16/02/2018 23:59
1090,1000,02/02/2018 11:41,1784,09/02/2018 23:59
1092,1000,02/02/2018 11:36,1783,09/02/2018 23:59
1093,1000,02/02/2018 11:40,1785,02/03/2018 23:59
1097,1000,02/02/2018 12:30,1791,09/02/2018 23:59
1101,1000,02/02/2018 12:47,1645,09/02/2018 23:59
1110,1000,02/02/2018 13:50,1775,02/03/2018 23:59
1111,1000,02/02/2018 14:01,1801,09/02/2018 23:59
1116,2000,02/02/2018 14:44,266,02/03/2018 23:59
1117,1000,02/02/2018 14:47,1807,09/02/2018 23:59
1118,1000,02/02/2018 14:51,1715,09/02/2018 23:59
1121,1000,02/02/2018 14:57,1829,09/02/2018 23:59
1122,1000,02/02/2018 14:59,1827,02/03/2018 23:59
1124,2000,02/02/2018 15:07,1842,02/03/2018 23:59
1130,1000,02/02/2018 15:21,1860,09/02/2018 23:59
1132,1000,02/02/2018 15:22,1866,02/03/2018 23:59
1135,1000,02/02/2018 15:44,1841,16/02/2018 23:59
1136,1000,02/02/2018 15:34,1864,09/02/2018 23:59
1137,1000,02/02/2018 15:39,1796,09/02/2018 23:59
1138,1000,02/02/2018 15:40,1815,02/03/2018 23:59
1139,1000,02/02/2018 15:38,1877,09/02/2018 23:59
1147,1000,02/02/2018 15:59,1887,09/02/2018 23:59
1149,1000,02/02/2018 16:12,1889,09/02/2018 23:59
1151,1000,02/02/2018 16:15,669,02/03/2018 23:59
1152,1000,02/02/2018 16:18,1896,02/03/2018 23:59
1165,1000,02/02/2018 17:05,1709,02/03/2018 23:59
1166,1000,02/02/2018 17:03,1905,23/02/2018 23:59
1168,1000,02/02/2018 17:12,1876,09/02/2018 23:59
1169,1000,02/02/2018 17:18,1902,23/02/2018 23:59
1171,1000,02/02/2018 17:32,1611,02/03/2018 23:59
1173,1000,02/02/2018 17:31,794,09/02/2018 23:59
1175,2000,02/02/2018 17:53,1833,02/03/2018 23:59
1177,1000,02/02/2018 18:04,1918,09/02/2018 23:59
1179,1000,02/02/2018 18:02,1921,09/02/2018 23:59
1182,1000,02/02/2018 18:15,1913,02/03/2018 23:59
1183,1000,02/02/2018 18:23,1730,02/03/2018 23:59
1184,1000,02/02/2018 18:24,1926,09/02/2018 23:59
1186,2000,02/02/2018 18:43,1920,02/03/2018 23:59
1188,1000,02/02/2018 18:56,1934,02/03/2018 23:59
1201,1000,02/02/2018 19:54,1520,02/03/2018 23:59
1204,1000,02/02/2018 20:12,1716,02/03/2018 23:59
1214,1000,03/02/2018 2:46,581,03/03/2018 23:59
1218,1000,02/02/2018 21:09,1948,02/03/2018 23:59
1220,1000,02/02/2018 21:09,1952,09/02/2018 23:59
1225,1000,02/02/2018 21:25,1958,09/02/2018 23:59
1227,1000,02/02/2018 21:31,1609,09/02/2018 23:59
1232,1000,02/02/2018 22:06,1212,02/03/2018 23:59
1239,1000,02/02/2018 22:26,1963,02/03/2018 23:59
1242,1000,02/02/2018 22:38,1964,16/02/2018 23:59
1245,1000,02/02/2018 23:06,1968,02/03/2018 23:59
1249,1000,02/02/2018 23:25,1943,02/03/2018 23:59
1254,1000,03/02/2018 0:14,742,10/02/2018 23:59
1256,1000,03/02/2018 0:31,1972,03/03/2018 23:59
1259,1000,03/02/2018 0:43,1196,10/02/2018 23:59
1261,1000,03/02/2018 1:09,1975,03/03/2018 23:59
1262,1000,03/02/2018 17:16,1956,03/03/2018 23:59
1266,1000,03/02/2018 2:22,1980,10/02/2018 23:59
1270,1000,03/02/2018 7:09,418,03/03/2018 23:59
1272,1000,03/02/2018 9:19,1374,03/03/2018 23:59
1273,2000,03/02/2018 9:16,565,17/02/2018 23:59
1274,1000,03/02/2018 9:49,473,10/02/2018 23:59
1275,1000,03/02/2018 10:00,1992,03/03/2018 23:59
1280,1000,03/02/2018 10:37,631,03/03/2018 23:59
1281,1000,03/02/2018 10:37,1996,03/03/2018 23:59
1284,1000,03/02/2018 11:09,1690,03/03/2018 23:59
1285,1000,03/02/2018 11:12,1994,03/03/2018 23:59
1289,1000,03/02/2018 11:56,2001,03/03/2018 23:59
1290,1000,03/02/2018 11:58,2002,10/02/2018 23:59
1291,1000,03/02/2018 12:23,2003,10/02/2018 23:59
1297,1000,03/02/2018 13:32,1530,10/02/2018 23:59
1299,1000,03/02/2018 13:37,2011,17/02/2018 23:59
1300,1000,03/02/2018 13:41,692,17/02/2018 23:59
1302,1000,03/02/2018 14:09,487,10/02/2018 23:59
1304,1000,03/02/2018 14:18,2014,03/03/2018 23:59
1307,1000,03/02/2018 14:28,2006,03/03/2018 23:59
1309,1000,03/02/2018 14:39,1967,03/03/2018 23:59
1311,1000,03/02/2018 15:04,2021,03/03/2018 23:59
1312,1000,03/02/2018 15:09,2022,03/03/2018 23:59
1318,1000,03/02/2018 16:31,287,03/03/2018 23:59
1319,1000,03/02/2018 16:36,1318,03/03/2018 23:59
1320,1000,03/02/2018 16:39,2026,03/03/2018 23:59
1326,1000,03/02/2018 18:06,1989,24/02/2018 23:59
1327,1000,03/02/2018 17:22,707,10/02/2018 23:59
1328,1000,03/02/2018 17:20,1795,03/03/2018 23:59
1334,1000,03/02/2018 18:30,2032,03/03/2018 23:59
1340,1000,03/02/2018 19:31,1104,17/02/2018 23:59
1342,1000,03/02/2018 19:56,1744,17/02/2018 23:59
1343,1000,03/02/2018 21:29,340,10/02/2018 23:59
1345,1000,03/02/2018 20:14,2039,10/02/2018 23:59
1346,1000,03/02/2018 20:26,2041,17/02/2018 23:59
1347,1000,03/02/2018 20:37,672,10/02/2018 23:59
1348,1000,03/02/2018 20:46,2042,10/02/2018 23:59
1351,1000,03/02/2018 21:06,2044,03/03/2018 23:59
1352,1000,03/02/2018 21:24,2046,03/03/2018 23:59
1355,1000,03/02/2018 22:05,812,10/02/2018 23:59
1356,1000,03/02/2018 21:59,1293,03/03/2018 23:59
1358,1000,03/02/2018 22:41,2048,03/03/2018 23:59
1361,1000,03/02/2018 22:38,2041,03/03/2018 23:59
1362,2000,04/02/2018 16:12,781,04/03/2018 23:59
1363,1000,03/02/2018 22:53,1056,10/02/2018 23:59
1364,1000,03/02/2018 22:55,2052,03/03/2018 23:59
1367,1000,03/02/2018 23:36,2057,03/03/2018 23:59
1368,1000,03/02/2018 23:55,2053,10/02/2018 23:59
1369,1000,04/02/2018 0:17,2058,04/03/2018 23:59
1378,1000,04/02/2018 17:33,574,18/02/2018 23:59
1379,1000,04/02/2018 8:11,2076,04/03/2018 23:59
1380,1000,04/02/2018 8:44,2077,04/03/2018 23:59
1381,1000,04/02/2018 9:49,2080,11/02/2018 23:59
1382,1000,04/02/2018 10:16,1991,11/02/2018 23:59
1383,1000,04/02/2018 10:39,2083,04/03/2018 23:59
1388,1000,04/02/2018 11:04,2031,04/03/2018 23:59
1389,1000,04/02/2018 11:21,2085,04/03/2018 23:59
1390,1000,04/02/2018 11:22,2003,11/02/2018 23:59
1391,1000,04/02/2018 12:01,2086,04/03/2018 23:59
1394,1000,04/02/2018 13:33,662,11/02/2018 23:59
1397,1000,04/02/2018 15:38,2103,04/03/2018 23:59
1401,1000,04/02/2018 16:05,2107,18/02/2018 23:59
1402,1000,04/02/2018 16:09,2104,11/02/2018 23:59
1404,1000,04/02/2018 16:44,1971,04/03/2018 23:59
1405,1000,04/02/2018 16:55,2109,04/03/2018 23:59
1407,1000,04/02/2018 17:13,2111,04/03/2018 23:59
1412,1000,04/02/2018 18:29,2119,11/02/2018 23:59
1413,1000,04/02/2018 18:34,2117,11/02/2018 23:59
1414,1000,04/02/2018 18:45,407,11/02/2018 23:59
1420,1000,07/02/2018 13:18,329,28/02/2018 23:59
1422,1000,04/02/2018 19:41,2125,04/03/2018 23:59
1426,1000,04/02/2018 20:17,2126,18/02/2018 23:59
1427,1000,04/02/2018 20:27,1795,25/02/2018 23:59
1430,1000,04/02/2018 20:57,620,04/03/2018 23:59
1431,2000,04/02/2018 20:57,204,04/03/2018 23:59
1433,1000,04/02/2018 21:09,2128,04/03/2018 23:59
1436,1000,04/02/2018 23:40,2132,04/03/2018 23:59
1438,1000,04/02/2018 23:55,2127,04/03/2018 23:59
1439,1000,04/02/2018 22:51,2139,11/02/2018 23:59
1444,1000,05/02/2018 0:19,821,05/03/2018 23:59
1445,1000,05/02/2018 23:35,1845,12/02/2018 23:59
1446,1000,05/02/2018 1:05,2113,05/03/2018 23:59
1452,1000,05/02/2018 10:35,640,12/02/2018 23:59
1454,1000,05/02/2018 11:07,2003,19/02/2018 23:59
1457,1000,05/02/2018 11:48,2150,05/03/2018 23:59
1463,1000,05/02/2018 13:15,2154,12/02/2018 23:59
1464,1000,05/02/2018 13:50,1665,19/02/2018 23:59
1465,1000,05/02/2018 13:53,2158,05/03/2018 23:59
1469,1000,05/02/2018 14:45,2162,12/02/2018 23:59
1470,1000,05/02/2018 14:41,279,05/03/2018 23:59
1472,1000,05/02/2018 15:06,996,19/02/2018 23:59
1473,1000,05/02/2018 19:06,2146,19/02/2018 23:59
1475,1000,05/02/2018 15:37,794,12/02/2018 23:59
1478,1000,05/02/2018 19:48,2149,26/02/2018 23:59
1480,2000,05/02/2018 17:14,553,05/03/2018 23:59
1481,1000,05/02/2018 17:16,1891,19/02/2018 23:59
1482,1000,05/02/2018 17:20,2168,05/03/2018 23:59
1487,2000,05/02/2018 18:04,2170,05/03/2018 23:59
1492,1000,05/02/2018 19:24,2175,05/03/2018 23:59
1493,1000,05/02/2018 19:44,2176,05/03/2018 23:59
1494,1000,05/02/2018 19:50,401,05/03/2018 23:59
1495,1000,05/02/2018 19:50,2177,19/02/2018 23:59
1498,1000,05/02/2018 19:59,2182,05/03/2018 23:59
1499,1000,05/02/2018 20:04,2183,05/03/2018 23:59
1500,1000,05/02/2018 20:05,2181,12/02/2018 23:59
1502,1000,05/02/2018 20:18,2179,12/02/2018 23:59
1504,1000,05/02/2018 20:24,2157,05/03/2018 23:59
1506,1000,05/02/2018 20:34,2184,05/03/2018 23:59
1508,1000,06/02/2018 8:28,2187,13/02/2018 23:59
1509,1000,05/02/2018 21:33,1714,12/02/2018 23:59
1512,1000,05/02/2018 21:42,464,12/02/2018 23:59
1517,1000,05/02/2018 22:45,2199,05/03/2018 23:59
1518,1000,05/02/2018 22:48,2196,05/03/2018 23:59
1520,1000,05/02/2018 23:16,1234,12/02/2018 23:59
1522,1000,05/02/2018 23:45,2204,05/03/2018 23:59
1524,1000,06/02/2018 1:09,1313,06/03/2018 23:59
1527,1000,06/02/2018 2:25,173,06/03/2018 23:59
1528,1000,06/02/2018 6:52,2207,27/02/2018 23:59
1533,1000,06/02/2018 9:25,2211,06/03/2018 23:59
1534,1000,06/02/2018 10:05,2212,06/03/2018 23:59
1541,1000,06/02/2018 11:24,2216,06/03/2018 23:59
1542,1000,06/02/2018 11:37,2217,13/02/2018 23:59
1545,1000,06/02/2018 11:49,302,06/03/2018 23:59
1547,1000,06/02/2018 12:01,2219,06/03/2018 23:59
1549,1000,06/02/2018 12:24,2221,06/03/2018 23:59
1556,1000,06/02/2018 13:08,2222,06/03/2018 23:59
1557,1000,06/02/2018 13:22,2217,13/02/2018 23:59
1559,2000,06/02/2018 13:55,2225,06/03/2018 23:59
1560,1000,06/02/2018 14:09,2227,13/02/2018 23:59
1562,1000,06/02/2018 15:29,665,20/02/2018 23:59
1564,1000,06/02/2018 15:34,2230,06/03/2018 23:59
1565,1000,06/02/2018 15:36,1050,06/03/2018 23:59
1566,1000,06/02/2018 15:52,2134,06/03/2018 23:59
1567,1000,06/02/2018 16:58,2030,13/02/2018 23:59
1570,2000,06/02/2018 16:49,857,06/03/2018 23:59
1571,1000,06/02/2018 17:00,144,06/03/2018 23:59
1572,1000,06/02/2018 17:11,1036,06/03/2018 23:59
1580,1000,08/02/2018 22:52,2242,15/02/2018 23:59
